Type Name,Type Description,Attribute Name,Attribute Description
SalesforceDashboard,Instance of a Salesforce dashboard in Atlan.,reportCount,Number of reports linked to the dashboard in Salesforce.
SalesforceDashboard,Instance of a Salesforce dashboard in Atlan.,reports,Reports linked to the dashboard in Salesforce.
SalesforceDashboard,Instance of a Salesforce dashboard in Atlan.,organization,
SalesforceField,Instance of a Salesforce field in Atlan.,dataType,Data type of values in the field.
SalesforceField,Instance of a Salesforce field in Atlan.,objectQualifiedName,
SalesforceField,Instance of a Salesforce field in Atlan.,order,
SalesforceField,Instance of a Salesforce field in Atlan.,inlineHelpText,
SalesforceField,Instance of a Salesforce field in Atlan.,isCalculated,
SalesforceField,Instance of a Salesforce field in Atlan.,formula,
SalesforceField,Instance of a Salesforce field in Atlan.,isCaseSensitive,
SalesforceField,Instance of a Salesforce field in Atlan.,isEncrypted,
SalesforceField,Instance of a Salesforce field in Atlan.,maxLength,
SalesforceField,Instance of a Salesforce field in Atlan.,isNullable,
SalesforceField,Instance of a Salesforce field in Atlan.,precision,Total number of digits allowed.
SalesforceField,Instance of a Salesforce field in Atlan.,numericScale,Number of digits allowed to the right of the decimal point.
SalesforceField,Instance of a Salesforce field in Atlan.,isUnique,
SalesforceField,Instance of a Salesforce field in Atlan.,picklistValues,List of values from which a user can pick while adding a record.
SalesforceField,Instance of a Salesforce field in Atlan.,isPolymorphicForeignKey,Whether the field references a record of multiple objects (true) or not (false).
SalesforceField,Instance of a Salesforce field in Atlan.,defaultValueFormula,
SalesforceField,Instance of a Salesforce field in Atlan.,lookupObjects,
SalesforceField,Instance of a Salesforce field in Atlan.,object,
SalesforceObject,Instance of a Salesforce object in Atlan.,isCustom,Whether the object is a custom object (true) or not (false).
SalesforceObject,Instance of a Salesforce object in Atlan.,isMergable,
SalesforceObject,Instance of a Salesforce object in Atlan.,isQueryable,
SalesforceObject,Instance of a Salesforce object in Atlan.,fieldCount,Number of fields in the object.
SalesforceObject,Instance of a Salesforce object in Atlan.,organization,
SalesforceObject,Instance of a Salesforce object in Atlan.,lookupFields,
SalesforceObject,Instance of a Salesforce object in Atlan.,fields,
SalesforceOrganization,Instance of a Salesforce organization in Atlan.,sourceId,ID of the organization in Salesforce.
SalesforceOrganization,Instance of a Salesforce organization in Atlan.,reports,
SalesforceOrganization,Instance of a Salesforce organization in Atlan.,objects,
SalesforceOrganization,Instance of a Salesforce organization in Atlan.,dashboards,
SalesforceReport,Instance of a Salesforce report in Atlan.,sourceId,ID of the report in Salesforce.
SalesforceReport,Instance of a Salesforce report in Atlan.,reportType,Type of report in Salesforce.
SalesforceReport,Instance of a Salesforce report in Atlan.,detailColumns,List of column names on the report.
SalesforceReport,Instance of a Salesforce report in Atlan.,organization,
SalesforceReport,Instance of a Salesforce report in Atlan.,dashboards,
Schema,Instance of a database schema in Atlan.,tableCount,Number of tables in this schema.
Schema,Instance of a database schema in Atlan.,viewsCount,Number of views in this schema.
Schema,Instance of a database schema in Atlan.,materialisedViews,Materialized views that exist within this schema.
Schema,Instance of a database schema in Atlan.,tables,Tables that exist within this schema.
Schema,Instance of a database schema in Atlan.,database,Database in which this schema exists.
Schema,Instance of a database schema in Atlan.,snowflakePipes,Snowflake Pipes that are defined within this schema.
Schema,Instance of a database schema in Atlan.,snowflakeStreams,Snowflake Streams that are defined within this schema.
Schema,Instance of a database schema in Atlan.,procedures,Stored procedures (routines) that are defined within this schema.
Schema,Instance of a database schema in Atlan.,views,Views that exist within this schema.
Sigma,Base class for Sigma assets.,sigmaWorkbookQualifiedName,
Sigma,Base class for Sigma assets.,sigmaWorkbookName,
Sigma,Base class for Sigma assets.,sigmaPageQualifiedName,
Sigma,Base class for Sigma assets.,sigmaPageName,
Sigma,Base class for Sigma assets.,sigmaDataElementQualifiedName,
Sigma,Base class for Sigma assets.,sigmaDataElementName,
SigmaDataElement,Instance of a Sigma data element in Atlan.,sigmaDataElementQuery,
SigmaDataElement,Instance of a Sigma data element in Atlan.,sigmaDataElementType,
SigmaDataElement,Instance of a Sigma data element in Atlan.,sigmaDataElementFieldCount,Number of data element fields within this data element.
SigmaDataElement,Instance of a Sigma data element in Atlan.,sigmaPage,Page that contains this data element.
SigmaDataElement,Instance of a Sigma data element in Atlan.,sigmaDataElementFields,Data element fields within this data element.
SigmaDataElementField,Instance of a Sigma data element field in Atlan.,sigmaDataElementFieldIsHidden,
SigmaDataElementField,Instance of a Sigma data element field in Atlan.,sigmaDataElementFieldFormula,
SigmaDataElementField,Instance of a Sigma data element field in Atlan.,sigmaDataElement,Data element that contains this data element field.
SigmaDataset,Instance of a Sigma dataset in Atlan.,sigmaDatasetColumnCount,Number of columns that exist within this dataset.
SigmaDataset,Instance of a Sigma dataset in Atlan.,sigmaDatasetColumns,Columns that exist within this dataset.
SigmaDatasetColumn,Instance of a Sigma dataset column in Atlan.,sigmaDatasetQualifiedName,Unique name of the dataset that contains this column.
SigmaDatasetColumn,Instance of a Sigma dataset column in Atlan.,sigmaDatasetName,Human-readable name of the dataset that contains this column.
SigmaDatasetColumn,Instance of a Sigma dataset column in Atlan.,sigmaDataset,Dataset that contains this column.
SigmaPage,Instance of a Sigma page in Atlan.,sigmaDataElementCount,Number of data elements that exist within this page.
SigmaPage,Instance of a Sigma page in Atlan.,sigmaDataElements,Data elements within this page.
SigmaPage,Instance of a Sigma page in Atlan.,sigmaWorkbook,Workbook that contains this page.
SigmaWorkbook,Instance of a Sigma workbook in Atlan.,sigmaPageCount,Number of pages that exist within this workbook.
SigmaWorkbook,Instance of a Sigma workbook in Atlan.,sigmaPages,Pages that exist within this workbook.
SnowflakePipe,Instance of a Snowflake Pipe in Atlan.,definition,
SnowflakePipe,Instance of a Snowflake Pipe in Atlan.,snowflakePipeIsAutoIngestEnabled,
SnowflakePipe,Instance of a Snowflake Pipe in Atlan.,snowflakePipeNotificationChannelName,
SnowflakePipe,Instance of a Snowflake Pipe in Atlan.,atlanSchema,
SnowflakeStream,Instance of a Snowflake Stream in Atlan.,snowflakeStreamType,
SnowflakeStream,Instance of a Snowflake Stream in Atlan.,snowflakeStreamSourceType,
SnowflakeStream,Instance of a Snowflake Stream in Atlan.,snowflakeStreamMode,
SnowflakeStream,Instance of a Snowflake Stream in Atlan.,snowflakeStreamIsStale,
SnowflakeStream,Instance of a Snowflake Stream in Atlan.,snowflakeStreamStaleAfter,
SnowflakeStream,Instance of a Snowflake Stream in Atlan.,atlanSchema,
Table,Instance of a database table in Atlan.,columnCount,Number of columns in this table.
Table,Instance of a database table in Atlan.,rowCount,Number of rows in this table.
Table,Instance of a database table in Atlan.,sizeBytes,Size of the table in bytes.
Table,Instance of a database table in Atlan.,alias,
Table,Instance of a database table in Atlan.,isTemporary,Whether this table is temporary (true) or not (false).
Table,Instance of a database table in Atlan.,isQueryPreview,
Table,Instance of a database table in Atlan.,queryPreviewConfig,
Table,Instance of a database table in Atlan.,externalLocation,
Table,Instance of a database table in Atlan.,externalLocationRegion,
Table,Instance of a database table in Atlan.,externalLocationFormat,
Table,Instance of a database table in Atlan.,isPartitioned,
Table,Instance of a database table in Atlan.,partitionStrategy,
Table,Instance of a database table in Atlan.,partitionCount,
Table,Instance of a database table in Atlan.,partitionList,
Table,Instance of a database table in Atlan.,partitions,
Table,Instance of a database table in Atlan.,atlanSchema,Schema in which this table exists.
Table,Instance of a database table in Atlan.,columns,Columns that exist within this table.
Table,Instance of a database table in Atlan.,queries,Queries that involve this table.
TablePartition,Instance of a database table partition in Atlan.,constraint,
TablePartition,Instance of a database table partition in Atlan.,columnCount,
TablePartition,Instance of a database table partition in Atlan.,rowCount,
TablePartition,Instance of a database table partition in Atlan.,sizeBytes,
TablePartition,Instance of a database table partition in Atlan.,alias,
TablePartition,Instance of a database table partition in Atlan.,isTemporary,
TablePartition,Instance of a database table partition in Atlan.,isQueryPreview,
TablePartition,Instance of a database table partition in Atlan.,queryPreviewConfig,
TablePartition,Instance of a database table partition in Atlan.,externalLocation,
TablePartition,Instance of a database table partition in Atlan.,externalLocationRegion,
TablePartition,Instance of a database table partition in Atlan.,externalLocationFormat,
TablePartition,Instance of a database table partition in Atlan.,isPartitioned,
TablePartition,Instance of a database table partition in Atlan.,partitionStrategy,
TablePartition,Instance of a database table partition in Atlan.,partitionCount,
TablePartition,Instance of a database table partition in Atlan.,partitionList,
TablePartition,Instance of a database table partition in Atlan.,columns,
TablePartition,Instance of a database table partition in Atlan.,parentTable,
TableauCalculatedField,Instance of a Tableau calculated field in Atlan.,siteQualifiedName,
TableauCalculatedField,Instance of a Tableau calculated field in Atlan.,projectQualifiedName,
TableauCalculatedField,Instance of a Tableau calculated field in Atlan.,topLevelProjectQualifiedName,
TableauCalculatedField,Instance of a Tableau calculated field in Atlan.,workbookQualifiedName,
TableauCalculatedField,Instance of a Tableau calculated field in Atlan.,datasourceQualifiedName,
TableauCalculatedField,Instance of a Tableau calculated field in Atlan.,projectHierarchy,
TableauCalculatedField,Instance of a Tableau calculated field in Atlan.,dataCategory,
TableauCalculatedField,Instance of a Tableau calculated field in Atlan.,role,
TableauCalculatedField,Instance of a Tableau calculated field in Atlan.,tableauDataType,
TableauCalculatedField,Instance of a Tableau calculated field in Atlan.,formula,
TableauCalculatedField,Instance of a Tableau calculated field in Atlan.,upstreamFields,
TableauCalculatedField,Instance of a Tableau calculated field in Atlan.,worksheets,
TableauCalculatedField,Instance of a Tableau calculated field in Atlan.,datasource,
TableauDashboard,Instance of a Tableau dashboard in Atlan.,siteQualifiedName,
TableauDashboard,Instance of a Tableau dashboard in Atlan.,projectQualifiedName,
TableauDashboard,Instance of a Tableau dashboard in Atlan.,workbookQualifiedName,
TableauDashboard,Instance of a Tableau dashboard in Atlan.,topLevelProjectQualifiedName,
TableauDashboard,Instance of a Tableau dashboard in Atlan.,projectHierarchy,
TableauDashboard,Instance of a Tableau dashboard in Atlan.,workbook,
TableauDashboard,Instance of a Tableau dashboard in Atlan.,worksheets,
TableauDatasource,Instance of a Tableau datasource in Atlan.,siteQualifiedName,
TableauDatasource,Instance of a Tableau datasource in Atlan.,projectQualifiedName,
TableauDatasource,Instance of a Tableau datasource in Atlan.,topLevelProjectQualifiedName,
TableauDatasource,Instance of a Tableau datasource in Atlan.,workbookQualifiedName,
TableauDatasource,Instance of a Tableau datasource in Atlan.,projectHierarchy,
TableauDatasource,Instance of a Tableau datasource in Atlan.,isPublished,
TableauDatasource,Instance of a Tableau datasource in Atlan.,hasExtracts,
TableauDatasource,Instance of a Tableau datasource in Atlan.,isCertified,
TableauDatasource,Instance of a Tableau datasource in Atlan.,certifier,
TableauDatasource,Instance of a Tableau datasource in Atlan.,certificationNote,
TableauDatasource,Instance of a Tableau datasource in Atlan.,certifierDisplayName,
TableauDatasource,Instance of a Tableau datasource in Atlan.,upstreamTables,
TableauDatasource,Instance of a Tableau datasource in Atlan.,upstreamDatasources,
TableauDatasource,Instance of a Tableau datasource in Atlan.,workbook,
TableauDatasource,Instance of a Tableau datasource in Atlan.,project,
TableauDatasource,Instance of a Tableau datasource in Atlan.,fields,
TableauDatasource,Instance of a Tableau datasource in Atlan.,fields,
TableauDatasourceField,Instance of a Tableau datasource field in Atlan.,siteQualifiedName,
TableauDatasourceField,Instance of a Tableau datasource field in Atlan.,projectQualifiedName,
TableauDatasourceField,Instance of a Tableau datasource field in Atlan.,topLevelProjectQualifiedName,
TableauDatasourceField,Instance of a Tableau datasource field in Atlan.,workbookQualifiedName,
TableauDatasourceField,Instance of a Tableau datasource field in Atlan.,datasourceQualifiedName,
TableauDatasourceField,Instance of a Tableau datasource field in Atlan.,projectHierarchy,
TableauDatasourceField,Instance of a Tableau datasource field in Atlan.,fullyQualifiedName,
TableauDatasourceField,Instance of a Tableau datasource field in Atlan.,tableauDatasourceFieldDataCategory,
TableauDatasourceField,Instance of a Tableau datasource field in Atlan.,tableauDatasourceFieldRole,
TableauDatasourceField,Instance of a Tableau datasource field in Atlan.,tableauDatasourceFieldDataType,
TableauDatasourceField,Instance of a Tableau datasource field in Atlan.,upstreamTables,
TableauDatasourceField,Instance of a Tableau datasource field in Atlan.,tableauDatasourceFieldFormula,
TableauDatasourceField,Instance of a Tableau datasource field in Atlan.,tableauDatasourceFieldBinSize,
TableauDatasourceField,Instance of a Tableau datasource field in Atlan.,upstreamColumns,
TableauDatasourceField,Instance of a Tableau datasource field in Atlan.,upstreamFields,
TableauDatasourceField,Instance of a Tableau datasource field in Atlan.,datasourceFieldType,
TableauDatasourceField,Instance of a Tableau datasource field in Atlan.,worksheets,
TableauDatasourceField,Instance of a Tableau datasource field in Atlan.,datasource,
TableauFlow,Instance of a Tableau flow in Atlan.,siteQualifiedName,
TableauFlow,Instance of a Tableau flow in Atlan.,projectQualifiedName,
TableauFlow,Instance of a Tableau flow in Atlan.,topLevelProjectQualifiedName,
TableauFlow,Instance of a Tableau flow in Atlan.,projectHierarchy,
TableauFlow,Instance of a Tableau flow in Atlan.,inputFields,
TableauFlow,Instance of a Tableau flow in Atlan.,outputFields,
TableauFlow,Instance of a Tableau flow in Atlan.,outputSteps,
TableauFlow,Instance of a Tableau flow in Atlan.,project,
TableauMetric,Instance of a Tableau metric in Atlan.,siteQualifiedName,
TableauMetric,Instance of a Tableau metric in Atlan.,projectQualifiedName,
TableauMetric,Instance of a Tableau metric in Atlan.,topLevelProjectQualifiedName,
TableauMetric,Instance of a Tableau metric in Atlan.,projectHierarchy,
TableauMetric,Instance of a Tableau metric in Atlan.,project,
TableauProject,Instance of a Tableau project in Atlan.,siteQualifiedName,
TableauProject,Instance of a Tableau project in Atlan.,topLevelProjectQualifiedName,
TableauProject,Instance of a Tableau project in Atlan.,isTopLevelProject,
TableauProject,Instance of a Tableau project in Atlan.,projectHierarchy,
TableauProject,Instance of a Tableau project in Atlan.,workbooks,
TableauProject,Instance of a Tableau project in Atlan.,site,
TableauProject,Instance of a Tableau project in Atlan.,parentProject,
TableauProject,Instance of a Tableau project in Atlan.,datasources,
TableauProject,Instance of a Tableau project in Atlan.,flows,
TableauProject,Instance of a Tableau project in Atlan.,childProjects,
TableauSite,Instance of a Tableau site in Atlan.,projects,
TableauWorkbook,Instance of a Tableau workbook in Atlan.,siteQualifiedName,
TableauWorkbook,Instance of a Tableau workbook in Atlan.,projectQualifiedName,
TableauWorkbook,Instance of a Tableau workbook in Atlan.,topLevelProjectName,
TableauWorkbook,Instance of a Tableau workbook in Atlan.,topLevelProjectQualifiedName,
TableauWorkbook,Instance of a Tableau workbook in Atlan.,projectHierarchy,
TableauWorkbook,Instance of a Tableau workbook in Atlan.,worksheets,
TableauWorkbook,Instance of a Tableau workbook in Atlan.,datasources,
TableauWorkbook,Instance of a Tableau workbook in Atlan.,project,
TableauWorkbook,Instance of a Tableau workbook in Atlan.,dashboards,
TableauWorksheet,Instance of a Tableau worksheet in Atlan.,siteQualifiedName,
TableauWorksheet,Instance of a Tableau worksheet in Atlan.,projectQualifiedName,
TableauWorksheet,Instance of a Tableau worksheet in Atlan.,topLevelProjectQualifiedName,
TableauWorksheet,Instance of a Tableau worksheet in Atlan.,projectHierarchy,
TableauWorksheet,Instance of a Tableau worksheet in Atlan.,workbookQualifiedName,
TableauWorksheet,Instance of a Tableau worksheet in Atlan.,workbook,
TableauWorksheet,Instance of a Tableau worksheet in Atlan.,datasourceFields,
TableauWorksheet,Instance of a Tableau worksheet in Atlan.,calculatedFields,
TableauWorksheet,Instance of a Tableau worksheet in Atlan.,dashboards,
Thoughtspot,Base class for ThoughtSpot assets.,thoughtspotChartType,
Thoughtspot,Base class for ThoughtSpot assets.,thoughtspotQuestionText,
ThoughtspotDashlet,Instance of a ThoughtSpot Dashlet in Atlan.,thoughtspotLiveboardName,Name of the Liveboard in which the Dashlet exists.
ThoughtspotDashlet,Instance of a ThoughtSpot Dashlet in Atlan.,thoughtspotLiveboardQualifiedName,Unique name of the Liveboard in which the Dashlet exists.
ThoughtspotDashlet,Instance of a ThoughtSpot Dashlet in Atlan.,thoughtspotLiveboard,Liveboard in which the Dashlet exists.
ThoughtspotLiveboard,Instance of a ThoughtSpot Liveboard in Atlan.,thoughtspotDashlets,Dashlets within the Liveboard.
View,Instance of a database view in Atlan.,columnCount,Number of columns in this view.
View,Instance of a database view in Atlan.,rowCount,Number of rows in this view.
View,Instance of a database view in Atlan.,sizeBytes,Size of the view in bytes.
View,Instance of a database view in Atlan.,isQueryPreview,
View,Instance of a database view in Atlan.,queryPreviewConfig,
View,Instance of a database view in Atlan.,alias,
View,Instance of a database view in Atlan.,isTemporary,Whether this view is temporary (true) or not (false).
View,Instance of a database view in Atlan.,definition,Definition of the view (DDL).
View,Instance of a database view in Atlan.,atlanSchema,Schema in which this view exists.
View,Instance of a database view in Atlan.,columns,Columns that exist within this view.
View,Instance of a database view in Atlan.,queries,Queries that involve this view.
AwsCloudWatchMetric,Detailed information about an AWS CloudWatch metric.,awsCloudWatchMetricName,Name of the AWS CloudWatch metric.
AwsCloudWatchMetric,Detailed information about an AWS CloudWatch metric.,awsCloudWatchMetricScope,Scope of the AWS CloudWatch metric.
AwsTag,Detailed information about an AWS tag.,awsTagKey,Key of the AWS tag.
AwsTag,Detailed information about an AWS tag.,awsTagValue,Value for the AWS tag.
AzureTag,Detailed information about an Azure tag.,azureTagKey,Key of the Azure tag.
AzureTag,Detailed information about an Azure tag.,azureTagValue,Value for the Azure tag.
BadgeCondition,Detailed information about a condition used in coloring a custom metadata badge in Atlan.,badgeConditionOperator,Comparison operator to use when comparing a custom metadata attribute's value.
BadgeCondition,Detailed information about a condition used in coloring a custom metadata badge in Atlan.,badgeConditionValue,Value against which to compare the custom metadata attribute's content.
BadgeCondition,Detailed information about a condition used in coloring a custom metadata badge in Atlan.,badgeConditionColorhex,"Color (in RGB hex, with a # prefix) to use when custom metadata attribute's content matches the value through the comparison operator."
ColumnValueFrequencyMap,Detailed information about frequently occuring values for a column.,columnValue,Value for the column.
ColumnValueFrequencyMap,Detailed information about frequently occuring values for a column.,columnValueFrequency,Number of records that contain the value.
DbtMetricFilter,Detailed information about a dbt Metric Filter.,dbtMetricFilterColumnQualifiedName,Unique name of the column the metric filter applies to.
DbtMetricFilter,Detailed information about a dbt Metric Filter.,dbtMetricFilterField,
DbtMetricFilter,Detailed information about a dbt Metric Filter.,dbtMetricFilterOperator,
DbtMetricFilter,Detailed information about a dbt Metric Filter.,dbtMetricFilterValue,
GoogleLabel,Detailed information about a Google label.,googleLabelKey,Key of the Google label.
GoogleLabel,Detailed information about a Google label.,googleLabelValue,Value for the Google label.
GoogleTag,Detailed information about a Google tag.,googleTagKey,Key of the Google tag.
GoogleTag,Detailed information about a Google tag.,googleTagValue,Value for the Google tag.
Histogram,Detailed information about a distribution of values.,boundaries,
Histogram,Detailed information about a distribution of values.,frequencies,
KafkaTopicConsumption,Detailed information about the consumption of a Kafka topic.,topicName,Name of the Kafka topic.
KafkaTopicConsumption,Detailed information about the consumption of a Kafka topic.,topicPartition,Partition of the Kafka topic.
KafkaTopicConsumption,Detailed information about the consumption of a Kafka topic.,topicLag,
KafkaTopicConsumption,Detailed information about the consumption of a Kafka topic.,topicCurrentOffset,
PopularityInsights,Detailed information about an asset's usage or popularity.,recordUser,Username or email of the user who ran the queries.
PopularityInsights,Detailed information about an asset's usage or popularity.,recordQuery,Query run at source.
PopularityInsights,Detailed information about an asset's usage or popularity.,recordQueryDuration,Duration for which the query ran at source.
PopularityInsights,Detailed information about an asset's usage or popularity.,recordQueryCount,Number of queries run by the user.
PopularityInsights,Detailed information about an asset's usage or popularity.,recordTotalUserCount,Total number of users who ran queries.
PopularityInsights,Detailed information about an asset's usage or popularity.,recordComputeCost,Total compute cost for running all queries.
PopularityInsights,Detailed information about an asset's usage or popularity.,recordMaxComputeCost,Maximum compute cost across all query runs.
PopularityInsights,Detailed information about an asset's usage or popularity.,recordComputeCostUnit,Unit of measure for recordComputeCost.
PopularityInsights,Detailed information about an asset's usage or popularity.,recordLastTimestamp,Timestamp of last operation or query run by the user.
PopularityInsights,Detailed information about an asset's usage or popularity.,recordWarehouse,Name of the warehouse on which the queries were run.
